item_id,type,title,proposed,species_token,dps,date
d337cf024fb64a02aa569274e7e0eea9,Feature Service,SeaTurtleGreen_SouthAtlanticDPS,False,SeaTurtleGreen,SouthAtlanticDPS,
791098604ebb4836b42fe272d5e1cd07,Feature Service,SeaTurtleGreen_SouthwestIndianDPS,False,SeaTurtleGreen,SouthwestIndianDPS,
791098604ebb4836b42fe272d5e1cd07,Feature Service,SeaTurtleGreen_SouthwestIndianDPS,False,SeaTurtleGreen,SouthwestIndianDPS,
adbba14d5cf24f9295ed2a576da7a44f,Feature Service,SeaTurtleGreen_SouthwestPacificDPS,False,SeaTurtleGreen,SouthwestPacificDPS,
b7a431c128c24af18170ae26fe8c548e,Feature Service,SeaTurtleLoggerhead_AllDPS_20250609,False,SeaTurtleLoggerhead,AllDPS,20250609
b7c961b2762548f9b36f388001654a27,Feature Service,SeaTurtleLoggerhead_MediterraneanSeaDPS,False,SeaTurtleLoggerhead,MediterraneanSeaDPS,
65277c61cade4600892f0dfa2521a2a4,Feature Service,SeaTurtleLoggerhead_NorthIndianDPS,False,SeaTurtleLoggerhead,NorthIndianDPS,
9d7dc9481a434f2e9c30d2f8ca6b7655,Feature Service,SeaTurtleLoggerhead_NorthPacificDPS,False,SeaTurtleLoggerhead,NorthPacificDPS,
bc4dae346c9d4c99ba37f10e2bf4114a,Feature Service,SeaTurtleLoggerhead_NortheastAtlanticDPS,False,SeaTurtleLoggerhead,NortheastAtlanticDPS,
176ef88b243c4ae2a69e8e16c280f010,Feature Service,SeaTurtleLoggerhead_NorthwestAtlanticDPS,False,SeaTurtleLoggerhead,NorthwestAtlanticDPS,
0c9d8204aa5044dfa480b92b7cfa3a1a,Feature Service,SeaTurtleLoggerhead_SouthAtlanticDPS,False,SeaTurtleLoggerhead,SouthAtlanticDPS,
8368fbe746dd4ebeb9252f18dea5a8b9,Feature Service,SeaTurtleLoggerhead_SouthPacificDPS,False,SeaTurtleLoggerhead,SouthPacificDPS,
ff246ff99ed44f66af05722e5954ad1a,Feature Service,SeaTurtleLoggerhead_SoutheastIndoPacificDPS,False,SeaTurtleLoggerhead,SoutheastIndoPacificDPS,
4005d3ddbaf24f1e83e2f6b30c0cc6e7,Feature Service,SeaTurtleLoggerhead_SouthwestIndianDPS,False,SeaTurtleLoggerhead,SouthwestIndianDPS,
6af51c33631741ee85d3c914561566e4,Feature Service,SealBearded_AllDPS_20250611,False,SealBearded,AllDPS,20250611
d00fe402d2c640d5a5336d15b0595fde,Feature Service,SealBearded_BeringiaDPS,False,SealBearded,BeringiaDPS,
86267c82925e4eb8a3f02eae05a81eb5,Feature Service,SealBearded_BeringiaDPS_20210108,False,SealBearded,BeringiaDPS,20210108
5df4cbce0431473192b82e3db148c83e,Shapefile,SealBearded_BeringiaDPS_20220401,False,SealBearded,BeringiaDPS,20220401
08b18b37ce524ded86a949cea516a2da,Feature Service,SealBearded_OkhotskDPS,False,SealBearded,OkhotskDPS,
08b18b37ce524ded86a949cea516a2da,Feature Service,SealBearded_OkhotskDPS,False,SealBearded,OkhotskDPS,
413646b924894d1fa9bbbec01a7a29c9,Feature Service,SealSpotted_SouthernDPS,False,SealSpotted,SouthernDPS,
8a1ffe30357c447d997627bb7e3db65a,Feature Service,SealSpotted_SouthernDPS_20250611,False,SealSpotted,SouthernDPS,20250611
6979ba0352894f5c8fb2fcdc47e98363,Feature Service,SharkScallopedHammerhead_AllDPS_20250609,False,SharkScallopedHammerhead,AllDPS,20250609
3906b7c256624b90bcccc9aa5e7cee49,Feature Service,SharkScallopedHammerhead_CentralSWAtlanticDPS,False,SharkScallopedHammerhead,CentralSWAtlanticDPS,
c629f2bcb5fb4313b5758e5854df3b50,Feature Service,SharkScallopedHammerhead_EasternAtlanticDPS,False,SharkScallopedHammerhead,EasternAtlanticDPS,
579b7f6f11c4443e81e1ae0caa7f85dc,Feature Service,SharkScallopedHammerhead_EasternPacificDPS,False,SharkScallopedHammerhead,EasternPacificDPS,
9eb71f44ccaf493fb2434cd9a9c46432,Feature Service,SharkScallopedHammerhead_IndoWestPacificDPS,False,SharkScallopedHammerhead,IndoWestPacificDPS,
ddf484f14ac241ba96505009e20447c1,Feature Service,Steelhead_AllDPS_20250617_A,False,Steelhead,AllDPS_20250617_A,
cc8a1aeafb6a4ba6a5eb595f37c8667c,Feature Service,Steelhead_AllDPS_20250617_B,False,Steelhead,AllDPS_20250617_B,
d7f8caadbc034e8e905a09c11b7f8195,Shapefile,Steelhead_CaliforniaCentralValleyDPS_20050902,False,Steelhead,CaliforniaCentralValleyDPS,20050902
cfa3c6fb84084ddca85c0f80b73c7515,Feature Service,Steelhead_CaliforniaCentralValleyDPS_20050902,False,Steelhead,CaliforniaCentralValleyDPS,20050902
a61203bf01d6454a88165f2a1709d5ce,Feature Service,Steelhead_CentralCaliforniaCoastDPS,False,Steelhead,CentralCaliforniaCoastDPS,
5104f7a406ed4a79bb72593d2dd93a1a,Shapefile,Steelhead_CentralCaliforniaCoastDPS_20050902,False,Steelhead,CentralCaliforniaCoastDPS,20050902
cdf9d039936744aab55137e1b0fe1100,Feature Service,Steelhead_CentralCaliforniaCoastDPS_20050902,False,Steelhead,CentralCaliforniaCoastDPS,20050902
c3486e5420a54489bf30a0f0ca661fab,Feature Service,Steelhead_CentralCaliforniaCoastDPS_20250617,False,Steelhead,CentralCaliforniaCoastDPS,20250617
f721b373cab94644bed3ae1789ba9d70,Feature Service,Steelhead_LowerColumbiaRiverDPS,False,Steelhead,LowerColumbiaRiverDPS,
296d13aacf374c1886adcfd29026b927,Shapefile,Steelhead_LowerColumbiaRiverDPS_20050902,False,Steelhead,LowerColumbiaRiverDPS,20050902
9edd112534e64aeaa2ddfb47787fded8,Feature Service,Steelhead_LowerColumbiaRiverDPS_20050902,False,Steelhead,LowerColumbiaRiverDPS,20050902
55efd588972643cf9775d3055f566ade,Feature Service,Steelhead_LowerColumbiaRiverDPS_20250617,False,Steelhead,LowerColumbiaRiverDPS,20250617
55efd588972643cf9775d3055f566ade,Feature Service,Steelhead_LowerColumbiaRiverDPS_20250617,False,Steelhead,LowerColumbiaRiverDPS,20250617
ed9f3b77cf1a4097b2e50720c016e437,Shapefile,Steelhead_MiddleColumbiaRiverDPS_20050902,False,Steelhead,MiddleColumbiaRiverDPS,20050902
7ebd09a5f9c743eebb2368b83542ffe7,Feature Service,Steelhead_MiddleColumbiaRiverDPS_20050902,False,Steelhead,MiddleColumbiaRiverDPS,20050902
c8b0dd2ae55a443a8846bd421d70d4a6,Feature Service,Steelhead_MiddleColumbiaRiverDPS_20250617,False,Steelhead,MiddleColumbiaRiverDPS,20250617
c8b0dd2ae55a443a8846bd421d70d4a6,Feature Service,Steelhead_MiddleColumbiaRiverDPS_20250617,False,Steelhead,MiddleColumbiaRiverDPS,20250617
8d9a88ad6f934761a6b037ad84e251de,Feature Service,Steelhead_NorthernCaliforniaDPS,False,Steelhead,NorthernCaliforniaDPS,
85fefa1cdb6e4223bf471540a9df6ec4,Shapefile,Steelhead_NorthernCaliforniaDPS_20050902,False,Steelhead,NorthernCaliforniaDPS,20050902
cab3b46b8d4b4c7babb38c8c33699435,Feature Service,Steelhead_NorthernCaliforniaDPS_20050902,False,Steelhead,NorthernCaliforniaDPS,20050902
3ba14d0db20845719cc8cdda4b554b33,Feature Service,Steelhead_NorthernCaliforniaDPS_20250617,False,Steelhead,NorthernCaliforniaDPS,20250617
d290aa854c2d46deb81a21801a1a0c99,Feature Service,Steelhead_PugetSoundDPS,False,Steelhead,PugetSoundDPS,
d149b6ac631b4c86a29861e90d067c18,Shapefile,Steelhead_PugetSoundDPS_20160224,False,Steelhead,PugetSoundDPS,20160224
04156066ff0241feb9e5de13f68eada8,Feature Service,Steelhead_PugetSoundDPS_20160224,False,Steelhead,PugetSoundDPS,20160224
596b488ac89f42a0b89e3d32ba066050,Feature Service,Steelhead_PugetSoundDPS_20250617,False,Steelhead,PugetSoundDPS,20250617
a87b75120c0b49bc88ecf6ca69f48e1c,Feature Service,Steelhead_SnakeRiverBasinDPS,False,Steelhead,SnakeRiverBasinDPS,
a87b75120c0b49bc88ecf6ca69f48e1c,Feature Service,Steelhead_SnakeRiverBasinDPS,False,Steelhead,SnakeRiverBasinDPS,
11a6defb75484951a78a061a5f03bd05,Shapefile,Steelhead_SnakeRiverBasinDPS_20050902,False,Steelhead,SnakeRiverBasinDPS,20050902
39d538c2f42f4c0b96acd5b7a78bcbe6,Feature Service,Steelhead_SnakeRiverBasinDPS_20050902,False,Steelhead,SnakeRiverBasinDPS,20050902
234469767aa04265a71b20aa88641306,Feature Service,Steelhead_SnakeRiverBasinDPS_20250617,False,Steelhead,SnakeRiverBasinDPS,20250617
47cce6b13626447fb3db3e00f90d5661,Feature Service,Steelhead_SouthCentralCaliforniaCoastDPS,False,Steelhead,SouthCentralCaliforniaCoastDPS,
04661b3da4f644f1a2baaf231eb5fa19,Shapefile,Steelhead_SouthCentralCaliforniaCoastDPS_20050902,False,Steelhead,SouthCentralCaliforniaCoastDPS,20050902
1bd10ebab28b4002b32c92963cf18767,Feature Service,Steelhead_SouthCentralCaliforniaCoastDPS_20050902,False,Steelhead,SouthCentralCaliforniaCoastDPS,20050902
bcf3510664ed4aa0910dd6550525ad64,Feature Service,Steelhead_SouthCentralCaliforniaCoastDPS_20250617,False,Steelhead,SouthCentralCaliforniaCoastDPS,20250617
c9554660cbcd4da9bca3b6c4bf03d041,Feature Service,Steelhead_SouthernCaliforniaDPS,False,Steelhead,SouthernCaliforniaDPS,
e6d4632593934297913f99425bcb4196,Shapefile,Steelhead_SouthernCaliforniaDPS_20050902,False,Steelhead,SouthernCaliforniaDPS,20050902
ad624229bfef426588e132d08f9fc740,Feature Service,Steelhead_SouthernCaliforniaDPS_20050902,False,Steelhead,SouthernCaliforniaDPS,20050902
8b0bde212f0c41748aee81adf1b3f34f,Feature Service,Steelhead_SouthernCaliforniaDPS_20250617,False,Steelhead,SouthernCaliforniaDPS,20250617
450ca3396de44f0fa13fbe39d0e1f689,Feature Service,Steelhead_UpperColumbiaRiverDPS,False,Steelhead,UpperColumbiaRiverDPS,
74a8977473c449749e9ad503eff1f6a0,Shapefile,Steelhead_UpperColumbiaRiverDPS_20050902,False,Steelhead,UpperColumbiaRiverDPS,20050902
5f75317ea4c94efca75a0d5884ea8e3e,Feature Service,Steelhead_UpperColumbiaRiverDPS_20050902,False,Steelhead,UpperColumbiaRiverDPS,20050902
dbd751b9c6c04dc79b7f2a2eb0b72021,Feature Service,Steelhead_UpperColumbiaRiverDPS_20250617,False,Steelhead,UpperColumbiaRiverDPS,20250617
dbd751b9c6c04dc79b7f2a2eb0b72021,Feature Service,Steelhead_UpperColumbiaRiverDPS_20250617,False,Steelhead,UpperColumbiaRiverDPS,20250617
0710e4243959411fb29990b9f9f0b57c,Feature Service,Steelhead_UpperWillametteRiverDPS,False,Steelhead,UpperWillametteRiverDPS,
1a12e5263e6a456fb6da880b940bfe98,Shapefile,Steelhead_UpperWillametteRiverDPS_20050902,False,Steelhead,UpperWillametteRiverDPS,20050902
191c88d2046c4e10bfe3a00bc8a86d8d,Feature Service,Steelhead_UpperWillametteRiverDPS_20050902,False,Steelhead,UpperWillametteRiverDPS,20050902
7fd293dc4d6748c2954511e8e9b64824,Feature Service,Steelhead_UpperWillametteRiverDPS_20250617,False,Steelhead,UpperWillametteRiverDPS,20250617
c36419e51b054918b8a5c9c25314e7fc,Shapefile,SturgeonAtlantic_AtlanticSubspeciesDPSs_20170817,False,SturgeonAtlantic,AtlanticSubspeciesDPSs,20170817
6bd70af5ee2c4641b953f85bae8af235,Feature Service,SturgeonAtlantic_AtlanticSubspecies_CarolinaDPS20170817,False,SturgeonAtlantic,AtlanticSubspecies_CarolinaDPS,20170817
44103aaa5ddf4d3fac098cd5936a149b,Shapefile,SturgeonAtlantic_AtlanticSubspecies_CarolinaDPS_20170817,False,SturgeonAtlantic,AtlanticSubspecies_CarolinaDPS,20170817
260617d796b1477ea6b2a95100ccc07b,Feature Service,SturgeonAtlantic_AtlanticSubspecies_ChesapeakeBayDPS_20170817,False,SturgeonAtlantic,AtlanticSubspecies_ChesapeakeBayDPS,20170817
94f7a784ac1141a1b079b6a3dc77bdcb,Shapefile,SturgeonAtlantic_AtlanticSubspecies_ChesapeakeBayDPS_20170817,False,SturgeonAtlantic,AtlanticSubspecies_ChesapeakeBayDPS,20170817
1cd6dd188e104eb5a567c2e163a37276,Shapefile,SturgeonAtlantic_AtlanticSubspecies_GulfofMaineDPS_20170817,False,SturgeonAtlantic,AtlanticSubspecies_GulfofMaineDPS,20170817
c9fcb4a22af8457993cf20b10ebf0dd3,Feature Service,SturgeonAtlantic_AtlanticSubspecies_GulfofMaineDPS_20170817,False,SturgeonAtlantic,AtlanticSubspecies_GulfofMaineDPS,20170817
3207e03c1f1745949c329a0544f5a2b8,Shapefile,SturgeonAtlantic_AtlanticSubspecies_NewYorkBightDPS_20170817,False,SturgeonAtlantic,AtlanticSubspecies_NewYorkBightDPS,20170817
71c67e6db1b24231a7f0c492444d3339,Feature Service,SturgeonAtlantic_AtlanticSubspecies_NewYorkBightDPS_20170817,False,SturgeonAtlantic,AtlanticSubspecies_NewYorkBightDPS,20170817
d61422dd5af64f66b2ba6cd515f8f089,Shapefile,SturgeonAtlantic_AtlanticSubspecies_SouthAtlanticDPS_20170817,False,SturgeonAtlantic,AtlanticSubspecies_SouthAtlanticDPS,20170817
535ce5270fa744e5ae3aeda1f97a4e4a,Feature Service,SturgeonAtlantic_AtlanticSubspecies_SouthAtlanticDPS_20170817,False,SturgeonAtlantic,AtlanticSubspecies_SouthAtlanticDPS,20170817
5a6778ae28644892a2f89186e12a3196,Feature Service,SturgeonAtlantic_CarolinaDPS,False,SturgeonAtlantic,CarolinaDPS,
ac9055c696ae442a979f2e4e80b9bdce,Feature Service,SturgeonAtlantic_CarolinaDPS_20250620,False,SturgeonAtlantic,CarolinaDPS,20250620
5eea6e2037ab41c486ebf4a877ddb9fc,Feature Service,SturgeonAtlantic_ChesapeakeBayDPS,False,SturgeonAtlantic,ChesapeakeBayDPS,
b606dd7b972a4e31b8f09f7f8421885b,Feature Service,SturgeonAtlantic_ChesapeakeBayDPS_20250620,False,SturgeonAtlantic,ChesapeakeBayDPS,20250620
6906da6b990746c3916994e62cf4c16a,Feature Service,SturgeonAtlantic_GulfofMaineDPS,False,SturgeonAtlantic,GulfofMaineDPS,
328f68c489744e5e99565833f627a9f4,Feature Service,SturgeonAtlantic_GulfofMaineDPS_20250620,False,SturgeonAtlantic,GulfofMaineDPS,20250620
cafa0acd34464dd7bb68ee98c3b81f17,Feature Service,SturgeonAtlantic_NewYorkBightDPS,False,SturgeonAtlantic,NewYorkBightDPS,
5fe67b70d1fa437f8b82209b56c279a3,Feature Service,SturgeonAtlantic_NewYorkBightDPS_20250620,False,SturgeonAtlantic,NewYorkBightDPS,20250620
bc8050de340849209758d57eb907b4d7,Feature Service,SturgeonAtlantic_SouthAtlanticDPS,False,SturgeonAtlantic,SouthAtlanticDPS,
e42e2cfdd592453a911d448b829827ba,Feature Service,SturgeonAtlantic_SouthAtlanticDPS_20250620,False,SturgeonAtlantic,SouthAtlanticDPS,20250620
8c60a902ac36461daf07ec32d10902e6,Feature Service,SturgeonGreen_SouthernDPS,False,SturgeonGreen,SouthernDPS,
fd6e5fcbbf4d45d0bb678afacf7fcb67,Shapefile,SturgeonGreen_SouthernDPS_20091009,False,SturgeonGreen,SouthernDPS,20091009
4c0c2a019d0f40ceb742faf186103ce0,Shapefile,SturgeonGreen_SouthernDPS_20091009_line,False,SturgeonGreen,SouthernDPS_20091009_line,
9f93dce84b604ae2990b937f2b9215a2,Feature Service,SturgeonGreen_SouthernDPS_20091009_line,False,SturgeonGreen,SouthernDPS_20091009_line,
ba1d5bbe12fa4cbfa21686ef80290d7a,Shapefile,SturgeonGreen_SouthernDPS_20091009_poly,False,SturgeonGreen,SouthernDPS_20091009_poly,
6867c90772704d3e9d7b78a1cf32cefb,Feature Service,SturgeonGreen_SouthernDPS_20091009_poly,False,SturgeonGreen,SouthernDPS_20091009_poly,
9c70542dd6f841dabc6efd6eabb65ec0,Feature Service,SturgeonGreen_SouthernDPS_20250618,False,SturgeonGreen,SouthernDPS,20250618
7d40afe3940b44ca9fd2dee5bcde802f,Shapefile,WhaleBeluga_CookInletDPS_20110411,False,WhaleBeluga,CookInletDPS,20110411
21a53329b2274fd09b851baba3bb1a19,Feature Service,WhaleBeluga_CookInletDPS_20110411,False,WhaleBeluga,CookInletDPS,20110411
aa749194a44b4ecc9f84b94a4657e012,Feature Service,WhaleBeluga_CookInletDPS_20250624,False,WhaleBeluga,CookInletDPS,20250624
60f38ce72f52418b885b29dd32e87d3f,Feature Service,WhaleFalseKiller_MainHawaiianIslandsInsularDPS,False,WhaleFalseKiller,MainHawaiianIslandsInsularDPS,
2cea5efb7f714a5ca0d500cb20c3ead4,Shapefile,WhaleFalseKiller_MainHawaiianIslandsInsularDPS_20180724,False,WhaleFalseKiller,MainHawaiianIslandsInsularDPS,20180724
44f9f6e5b1ca4ba9bdfae29d6232c788,Feature Service,WhaleFalseKiller_MainHawaiianIslandsInsularDPS_20180724,False,WhaleFalseKiller,MainHawaiianIslandsInsularDPS,20180724
ae047d3189fa4e93ad434da12f2975b0,Feature Service,WhaleFalseKiller_MainHawaiianIslandsInsularDPS_20250624,False,WhaleFalseKiller,MainHawaiianIslandsInsularDPS,20250624
4ebf80604d3642bf9273ac69002c63e6,Feature Service,WhaleGray_WesternNorthPacificDPS,False,WhaleGray,WesternNorthPacificDPS,
9270673df43d4a4d9a1c0161ad5dd364,Feature Service,WhaleGray_WesternNorthPacificDPS_20250627,False,WhaleGray,WesternNorthPacificDPS,20250627
0f59376c15fa4e5cb6b64034afe374e5,Feature Service,WhaleHumpback_AllDPS_20250627,False,WhaleHumpback,AllDPS,20250627
48e88ddf324141b78913e3b9f6c8e456,Feature Service,WhaleHumpback_CapeVerdeNWAfricaDPS,False,WhaleHumpback,CapeVerdeNWAfricaDPS,
4e574aabc8c745998fa3be13aff9bf34,Feature Service,WhaleHumpback_CentralAmericaDPS,False,WhaleHumpback,CentralAmericaDPS,
8aa3318b26c343ba9f55bc5d9db56d87,Shapefile,WhaleHumpback_CentralAmericaDPS_20210421,False,WhaleHumpback,CentralAmericaDPS,20210421
f5ea9906b7be43f495599b90fd44f7c8,Feature Service,WhaleHumpback_CentralAmericaDPS_20210421,False,WhaleHumpback,CentralAmericaDPS,20210421
b576d4fc80f44e898415eeef9a2dcfff,Feature Service,WhaleHumpback_MexicoDPS,False,WhaleHumpback,MexicoDPS,
848595e678164888b77f9d05d505bb63,Shapefile,WhaleHumpback_MexicoDPS_20210421,False,WhaleHumpback,MexicoDPS,20210421
ff8859208fa442098f0ad719b32c21cd,Feature Service,WhaleHumpback_MexicoDPS_20210421,False,WhaleHumpback,MexicoDPS,20210421
68561d3a90af445e9605c981a70fba69,Feature Service,WhaleHumpback_WesternNorthPacificDPS,False,WhaleHumpback,WesternNorthPacificDPS,
65a66709118f4d8ca0289e9363f8cf72,Shapefile,WhaleHumpback_WesternNorthPacificDPS_20210421,False,WhaleHumpback,WesternNorthPacificDPS,20210421
